@relation 'final data set-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.Resample-B0.0-S0-Z80.0-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute '         AGE' numeric
@attribute '     GENDER' {male,female}
@attribute '    HOUSING ' {own,free,rent}
@attribute ' CREDIT AMOUNT' numeric
@attribute ' PURPOSE' {radio/TV,education,furniture/equipment,car,business,'domestic appliances',repairs,vacation/others}
@attribute ' CLASS' {good,bad}
@attribute '  CREDIT HISTORY ' {'Critical/other credits existing','Existing paid','Delayed previously','No credits/all paid ','All paid'}
@attribute '       JOB' {Skilled,'Unskilled- Resident',Self-employed,'Unskilled- Non resident'}

@data
25,male,own,5511,furniture/equipment,good,'Existing paid',Skilled
38,male,free,6681,business,good,'Delayed previously',Skilled
40,male,own,3857,car,good,'Existing paid',Self-employed
21,male,rent,1766,furniture/equipment,good,'Existing paid',Skilled
23,female,rent,1352,car,good,'Existing paid','Unskilled- Non resident'
54,female,own,672,car,good,'Existing paid','Unskilled- Non resident'
42,male,own,10366,car,good,'Existing paid',Self-employed
24,female,rent,1554,radio/TV,good,'Critical/other credits existing',Skilled
23,male,rent,660,repairs,good,'Existing paid','Unskilled- Resident'
25,male,own,866,radio/TV,good,'Existing paid','Unskilled- Resident'
35,male,rent,6948,car,good,'Existing paid',Self-employed
35,male,own,2346,car,good,'Critical/other credits existing',Skilled
55,female,free,2578,furniture/equipment,good,'Existing paid',Self-employed
36,male,own,1238,education,good,'Existing paid',Self-employed
32,male,own,4526,furniture/equipment,good,'Critical/other credits existing','Unskilled- Resident'
34,female,own,4454,radio/TV,good,'Delayed previously',Skilled
45,female,own,2329,radio/TV,good,'Existing paid',Skilled
38,male,free,6681,business,good,'Delayed previously',Skilled
24,male,own,2080,car,good,'Critical/other credits existing',Skilled
38,male,own,1924,radio/TV,good,'Existing paid',Skilled
38,male,own,7814,car,good,'Existing paid',Self-employed
43,male,own,2442,business,good,'Critical/other credits existing',Self-employed
45,male,own,3527,car,good,'Existing paid',Self-employed
36,male,own,2872,radio/TV,good,'Critical/other credits existing',Skilled
41,male,own,3979,radio/TV,good,'Existing paid',Skilled
64,male,rent,2384,radio/TV,good,'Existing paid','Unskilled- Resident'
39,male,own,7228,car,good,'Critical/other credits existing','Unskilled- Resident'
27,female,own,1295,furniture/equipment,good,'Critical/other credits existing',Skilled
58,female,own,385,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
52,male,own,3077,radio/TV,good,'Existing paid',Skilled
51,male,free,2507,car,good,'Existing paid','Unskilled- Resident'
28,male,own,1413,radio/TV,good,'Existing paid',Skilled
31,male,own,1393,car,good,'Existing paid',Skilled
40,male,own,3857,car,good,'Existing paid',Self-employed
64,female,own,1409,radio/TV,good,'Existing paid',Skilled
24,female,own,4272,furniture/equipment,good,'Critical/other credits existing',Skilled
26,female,own,763,furniture/equipment,good,'Existing paid',Skilled
33,female,own,1474,furniture/equipment,good,'Existing paid',Self-employed
27,male,own,1995,car,good,'Critical/other credits existing',Skilled
34,male,own,6614,car,good,'Critical/other credits existing',Self-employed
40,female,own,894,education,good,'Existing paid',Skilled
23,male,rent,1297,radio/TV,good,'Existing paid',Skilled
26,male,own,1311,radio/TV,good,'Existing paid',Skilled
28,female,own,1382,radio/TV,good,'Critical/other credits existing',Skilled
41,female,rent,3868,car,good,'Critical/other credits existing',Self-employed
24,male,own,1747,furniture/equipment,good,'Existing paid','Unskilled- Resident'
20,male,rent,585,radio/TV,good,'Delayed previously',Skilled
27,male,own,2463,car,good,'Critical/other credits existing',Skilled
74,male,own,1299,car,good,'Critical/other credits existing','Unskilled- Non resident'
27,male,own,4139,business,good,'Critical/other credits existing','Unskilled- Resident'
25,female,rent,1433,furniture/equipment,good,'Critical/other credits existing',Skilled
50,male,own,1574,furniture/equipment,good,'Existing paid',Skilled
19,female,rent,983,furniture/equipment,good,'Existing paid','Unskilled- Resident'
30,female,own,8358,car,good,'No credits/all paid ',Skilled
34,male,own,1569,radio/TV,good,'All paid','Unskilled- Resident'
35,male,own,1941,business,good,'Existing paid','Unskilled- Resident'
20,female,own,1577,furniture/equipment,good,'Existing paid',Skilled
22,male,free,3973,car,good,'Existing paid',Skilled
58,male,own,1867,radio/TV,good,'Existing paid',Skilled
27,male,own,1391,business,good,'Existing paid',Skilled
34,female,own,4454,radio/TV,good,'Delayed previously',Skilled
25,male,own,8072,business,good,'No credits/all paid ',Skilled
70,male,free,7308,car,good,'Existing paid',Self-employed
21,male,rent,1766,furniture/equipment,good,'Existing paid',Skilled
30,male,own,3959,furniture/equipment,good,'Existing paid',Self-employed
54,male,own,717,car,good,'Delayed previously',Skilled
45,male,own,6761,car,good,'Critical/other credits existing',Self-employed
27,female,own,2930,radio/TV,good,'Existing paid',Skilled
54,female,rent,7432,car,good,'Delayed previously',Skilled
43,male,own,2442,business,good,'Critical/other credits existing',Self-employed
26,male,own,4272,business,good,'Delayed previously','Unskilled- Resident'
34,male,free,6527,car,good,'Existing paid',Skilled
26,male,own,2069,furniture/equipment,good,'Critical/other credits existing',Skilled
64,male,rent,2384,radio/TV,good,'Existing paid','Unskilled- Resident'
40,male,own,1155,radio/TV,good,'Existing paid','Unskilled- Resident'
26,female,own,2764,business,good,'Delayed previously',Skilled
31,female,own,1957,radio/TV,good,'Critical/other credits existing',Skilled
36,male,own,6304,business,good,'Critical/other credits existing',Skilled
44,male,rent,2647,radio/TV,good,'Existing paid',Skilled
45,male,own,3527,car,good,'Existing paid',Self-employed
22,female,rent,1258,furniture/equipment,good,'Critical/other credits existing','Unskilled- Resident'
23,female,own,3488,car,good,'Existing paid',Skilled
35,male,own,4380,car,good,'Existing paid','Unskilled- Resident'
27,female,own,1237,radio/TV,good,'Critical/other credits existing',Skilled
29,male,rent,2108,radio/TV,good,'Existing paid',Skilled
27,male,own,1101,car,good,'Existing paid',Skilled
30,male,rent,2063,radio/TV,good,'Existing paid',Self-employed
38,male,own,5711,car,good,'Critical/other credits existing',Self-employed
22,female,own,806,business,good,'Existing paid','Unskilled- Resident'
25,female,own,5771,radio/TV,good,'Critical/other credits existing',Skilled
29,female,own,3990,'domestic appliances',good,'All paid','Unskilled- Non resident'
25,female,rent,1283,car,good,'Existing paid',Skilled
37,male,rent,3676,car,good,'Critical/other credits existing',Skilled
41,female,rent,3868,car,good,'Critical/other credits existing',Self-employed
31,male,own,3378,car,good,'Existing paid',Skilled
61,male,own,3059,radio/TV,good,'Existing paid','Unskilled- Resident'
36,male,free,12169,car,good,'All paid',Self-employed
27,female,own,343,'domestic appliances',good,'Existing paid',Skilled
25,female,own,2238,radio/TV,good,'Critical/other credits existing',Skilled
28,female,own,1382,radio/TV,good,'Critical/other credits existing',Skilled
56,male,own,618,radio/TV,good,'Critical/other credits existing',Skilled
25,female,own,5771,radio/TV,good,'Critical/other credits existing',Skilled
30,male,own,5965,car,good,'Delayed previously',Self-employed
24,male,own,1800,radio/TV,good,'Critical/other credits existing',Skilled
63,male,own,7596,car,good,'Critical/other credits existing',Skilled
57,female,own,1258,radio/TV,good,'Existing paid','Unskilled- Resident'
52,male,own,717,radio/TV,good,'Critical/other credits existing',Skilled
57,female,own,1258,radio/TV,good,'Existing paid','Unskilled- Resident'
35,male,rent,1204,car,good,'No credits/all paid ',Skilled
25,male,own,1138,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
23,female,rent,392,education,good,'Existing paid',Skilled
24,female,own,4272,furniture/equipment,good,'Critical/other credits existing',Skilled
36,male,own,2366,car,good,'Critical/other credits existing',Self-employed
40,female,own,1322,car,good,'Critical/other credits existing',Skilled
47,male,own,1213,radio/TV,good,'Existing paid',Skilled
56,female,own,1538,education,good,'Existing paid',Skilled
62,male,own,1338,'domestic appliances',good,'Existing paid',Skilled
46,male,own,7629,business,good,'Critical/other credits existing',Self-employed
74,male,own,3448,business,good,'Existing paid','Unskilled- Resident'
24,male,own,1800,radio/TV,good,'Critical/other credits existing',Skilled
34,male,own,1743,business,good,'Delayed previously','Unskilled- Resident'
45,male,free,7882,furniture/equipment,good,'Existing paid',Skilled
39,female,own,666,car,good,'Critical/other credits existing','Unskilled- Resident'
31,male,rent,1963,radio/TV,good,'Existing paid',Self-employed
27,male,own,2463,car,good,'Critical/other credits existing',Skilled
35,male,rent,1919,furniture/equipment,good,'Critical/other credits existing',Skilled
36,male,own,6742,radio/TV,good,'Critical/other credits existing',Skilled
42,male,own,1503,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
26,female,rent,4530,radio/TV,good,'Critical/other credits existing',Self-employed
43,male,own,1935,furniture/equipment,good,'Critical/other credits existing',Skilled
29,male,own,2333,furniture/equipment,good,'Delayed previously','Unskilled- Resident'
41,female,rent,3868,car,good,'Critical/other credits existing',Self-employed
42,male,own,1455,car,good,'Critical/other credits existing','Unskilled- Resident'
52,female,free,2133,car,good,'Existing paid',Self-employed
36,male,own,2337,radio/TV,good,'Critical/other credits existing',Skilled
48,female,rent,1795,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
23,female,own,1498,radio/TV,good,'Existing paid',Skilled
27,male,own,802,car,good,'Delayed previously','Unskilled- Resident'
34,male,own,3496,furniture/equipment,good,'All paid',Skilled
45,male,free,1300,car,good,'Existing paid',Skilled
55,female,free,2578,furniture/equipment,good,'Existing paid',Self-employed
32,male,free,3863,business,good,'Delayed previously',Skilled
35,male,own,1050,furniture/equipment,good,'Delayed previously',Self-employed
40,male,own,1361,car,good,'Critical/other credits existing','Unskilled- Resident'
27,male,own,1101,car,good,'Existing paid',Skilled
41,female,rent,3868,car,good,'Critical/other credits existing',Self-employed
28,male,own,1887,business,good,'Critical/other credits existing',Skilled
50,female,own,1047,education,good,'Critical/other credits existing','Unskilled- Resident'
48,male,free,9277,car,good,'Existing paid',Skilled
22,male,own,1007,car,good,'Existing paid',Skilled
24,male,rent,6187,car,good,'Critical/other credits existing',Skilled
26,female,own,1453,radio/TV,good,'Existing paid',Skilled
63,male,free,13756,car,good,'Critical/other credits existing',Self-employed
28,male,own,4169,furniture/equipment,good,'Existing paid',Skilled
48,male,rent,2241,car,good,'Critical/other credits existing','Unskilled- Resident'
35,male,own,2728,radio/TV,good,'Critical/other credits existing',Skilled
67,male,own,1169,radio/TV,good,'Critical/other credits existing',Skilled
34,male,own,5800,car,good,'Critical/other credits existing',Skilled
35,male,own,2346,car,good,'Critical/other credits existing',Skilled
27,male,own,1391,business,good,'Existing paid',Skilled
30,female,own,4795,radio/TV,good,'Existing paid',Self-employed
27,male,own,937,education,good,'Existing paid','Unskilled- Resident'
30,male,own,2121,car,good,'Critical/other credits existing',Skilled
31,male,own,1410,education,good,'No credits/all paid ','Unskilled- Resident'
26,male,own,4272,business,good,'Delayed previously','Unskilled- Resident'
41,male,own,3160,radio/TV,good,'Existing paid',Skilled
34,female,own,1493,radio/TV,good,'Existing paid',Skilled
45,male,free,7882,furniture/equipment,good,'Existing paid',Skilled
63,male,own,2957,car,good,'Critical/other credits existing',Skilled
31,male,free,6110,education,good,'Critical/other credits existing',Skilled
58,female,own,385,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
47,male,own,1393,education,good,'Existing paid',Skilled
34,male,own,2622,business,good,'Existing paid',Skilled
45,male,own,3527,car,good,'Existing paid',Self-employed
43,male,own,1344,car,good,'Delayed previously','Unskilled- Resident'
27,male,own,3652,business,good,'Critical/other credits existing',Skilled
38,female,own,1533,radio/TV,good,'Existing paid',Skilled
25,male,own,2136,furniture/equipment,good,'Existing paid',Skilled
30,male,own,3959,furniture/equipment,good,'Existing paid',Self-employed
31,male,own,1410,education,good,'No credits/all paid ','Unskilled- Resident'
32,male,free,4686,car,good,'Existing paid',Self-employed
27,female,rent,2132,furniture/equipment,good,'Critical/other credits existing',Skilled
20,female,own,1577,furniture/equipment,good,'Existing paid',Skilled
36,male,own,1721,car,good,'Existing paid',Skilled
24,female,own,8487,car,good,'Existing paid',Skilled
34,male,own,5800,car,good,'Critical/other credits existing',Skilled
38,male,free,10623,car,good,'Critical/other credits existing',Self-employed
35,male,own,2576,radio/TV,good,'Existing paid',Skilled
23,female,rent,2511,car,good,'Existing paid',Skilled
47,male,own,3422,furniture/equipment,good,'Existing paid',Skilled
36,male,own,1238,education,good,'Existing paid',Self-employed
42,male,own,522,radio/TV,good,'Critical/other credits existing',Skilled
43,male,own,2442,business,good,'Critical/other credits existing',Self-employed
59,male,own,1364,radio/TV,good,'Existing paid',Skilled
26,male,own,1311,radio/TV,good,'Existing paid',Skilled
43,male,own,15857,vacation/others,good,'Existing paid',Self-employed
38,male,own,3229,car,good,'Critical/other credits existing',Self-employed
31,male,own,1521,furniture/equipment,good,'Existing paid','Unskilled- Resident'
34,male,own,1860,car,good,'Critical/other credits existing',Self-employed
50,male,own,1537,radio/TV,good,'Critical/other credits existing',Skilled
20,male,rent,585,radio/TV,good,'Delayed previously',Skilled
49,male,own,2331,radio/TV,good,'Critical/other credits existing',Skilled
25,female,own,2631,repairs,good,'Existing paid','Unskilled- Resident'
31,male,own,1360,radio/TV,good,'Critical/other credits existing',Skilled
24,female,own,932,radio/TV,good,'Delayed previously',Skilled
49,male,own,640,car,good,'Existing paid','Unskilled- Resident'
26,male,own,1925,furniture/equipment,good,'Existing paid',Skilled
27,female,own,1449,business,good,'Existing paid',Skilled
67,male,own,1169,radio/TV,good,'Critical/other credits existing',Skilled
22,female,rent,1258,furniture/equipment,good,'Critical/other credits existing','Unskilled- Resident'
41,male,own,3979,radio/TV,good,'Existing paid',Skilled
44,male,own,1163,car,good,'Critical/other credits existing',Skilled
27,female,own,2930,radio/TV,good,'Existing paid',Skilled
39,female,own,666,car,good,'Critical/other credits existing','Unskilled- Resident'
35,male,own,1680,radio/TV,good,'Existing paid',Skilled
68,male,free,1175,car,good,'Critical/other credits existing','Unskilled- Non resident'
32,male,own,2745,furniture/equipment,good,'Critical/other credits existing',Skilled
30,female,own,960,furniture/equipment,good,'Delayed previously',Skilled
31,male,free,6110,education,good,'Critical/other credits existing',Skilled
63,male,free,781,car,good,'Critical/other credits existing',Skilled
63,male,own,2957,car,good,'Critical/other credits existing',Skilled
42,male,free,5493,car,good,'Existing paid',Skilled
48,male,free,9277,car,good,'Existing paid',Skilled
35,male,own,4380,car,good,'Existing paid','Unskilled- Resident'
28,male,own,1797,business,good,'Critical/other credits existing','Unskilled- Resident'
34,male,own,3496,furniture/equipment,good,'All paid',Skilled
29,female,own,3990,'domestic appliances',good,'All paid','Unskilled- Non resident'
21,male,rent,1766,furniture/equipment,good,'Existing paid',Skilled
30,male,own,3566,business,good,'All paid',Skilled
26,female,own,2764,business,good,'Delayed previously',Skilled
23,male,own,882,radio/TV,good,'Critical/other credits existing',Skilled
20,male,rent,1107,radio/TV,good,'Existing paid',Self-employed
33,female,own,1927,education,good,'Critical/other credits existing',Skilled
23,female,rent,1553,radio/TV,good,'Delayed previously',Skilled
52,male,own,3077,radio/TV,good,'Existing paid',Skilled
39,male,own,426,radio/TV,good,'No credits/all paid ','Unskilled- Resident'
63,male,free,13756,car,good,'Critical/other credits existing',Self-employed
27,male,own,1657,furniture/equipment,good,'Existing paid',Skilled
26,male,rent,3577,car,good,'Existing paid',Skilled
48,male,own,1288,repairs,good,'Critical/other credits existing',Skilled
46,male,own,1149,radio/TV,good,'Critical/other credits existing',Skilled
42,male,own,1455,car,good,'Critical/other credits existing','Unskilled- Resident'
29,female,own,3357,radio/TV,good,'Existing paid',Skilled
26,male,own,1934,radio/TV,good,'Critical/other credits existing',Skilled
39,male,own,3398,car,good,'Critical/other credits existing','Unskilled- Resident'
26,female,rent,1388,furniture/equipment,good,'Existing paid',Skilled
36,male,own,1374,furniture/equipment,good,'Existing paid','Unskilled- Resident'
54,female,rent,3568,radio/TV,good,'Existing paid',Self-employed
50,male,own,2390,car,good,'Existing paid',Skilled
39,male,own,7228,car,good,'Critical/other credits existing','Unskilled- Resident'
46,male,own,2611,radio/TV,good,'Critical/other credits existing',Skilled
23,female,own,1275,furniture/equipment,good,'Existing paid',Skilled
34,male,own,2320,radio/TV,good,'Delayed previously',Skilled
23,female,rent,1352,car,good,'Existing paid','Unskilled- Non resident'
31,male,free,7582,vacation/others,good,'Delayed previously',Self-employed
50,male,free,7476,education,good,'Existing paid',Self-employed
25,male,own,1262,radio/TV,good,'Existing paid',Skilled
27,female,own,1185,business,good,'Critical/other credits existing',Skilled
37,male,own,1225,'domestic appliances',good,'Existing paid',Skilled
34,male,own,2415,radio/TV,good,'Existing paid',Skilled
38,male,own,2859,car,good,'Existing paid',Self-employed
26,female,own,3749,furniture/equipment,good,'Existing paid',Skilled
42,male,own,10366,car,good,'Existing paid',Self-employed
74,male,own,4526,business,good,'Critical/other credits existing',Self-employed
33,male,own,3074,radio/TV,good,'Critical/other credits existing',Skilled
23,female,rent,601,furniture/equipment,good,'Existing paid','Unskilled- Resident'
21,male,own,1289,furniture/equipment,good,'Existing paid','Unskilled- Resident'
21,female,rent,1126,radio/TV,good,'Existing paid',Skilled
28,male,own,1797,business,good,'Critical/other credits existing','Unskilled- Resident'
54,male,own,1409,car,good,'Critical/other credits existing',Skilled
34,male,own,6614,car,good,'Critical/other credits existing',Self-employed
26,female,own,2764,business,good,'Delayed previously',Skilled
33,female,own,2831,radio/TV,good,'Critical/other credits existing',Skilled
26,male,own,1311,radio/TV,good,'Existing paid',Skilled
51,male,free,1164,vacation/others,good,'Critical/other credits existing',Self-employed
30,male,own,2121,car,good,'Critical/other credits existing',Skilled
36,male,own,2872,radio/TV,good,'Critical/other credits existing',Skilled
41,male,own,6361,furniture/equipment,good,'Critical/other credits existing',Skilled
28,male,free,3343,furniture/equipment,good,'Critical/other credits existing',Skilled
42,male,own,10366,car,good,'Existing paid',Self-employed
40,female,own,7678,furniture/equipment,good,'Delayed previously',Skilled
27,male,own,2463,car,good,'Critical/other credits existing',Skilled
60,male,own,6468,car,good,'Existing paid',Self-employed
30,female,own,8358,car,good,'No credits/all paid ',Skilled
30,male,own,707,radio/TV,good,'Existing paid',Skilled
24,female,own,932,radio/TV,good,'Delayed previously',Skilled
30,male,own,2121,car,good,'Critical/other credits existing',Skilled
29,male,own,2333,furniture/equipment,good,'Delayed previously','Unskilled- Resident'
48,male,own,2134,car,good,'Critical/other credits existing',Skilled
38,male,own,368,radio/TV,good,'Existing paid',Skilled
26,male,rent,2687,business,good,'Existing paid',Skilled
47,male,free,5103,radio/TV,good,'Critical/other credits existing',Skilled
39,female,own,666,car,good,'Critical/other credits existing','Unskilled- Resident'
30,male,own,2121,car,good,'Critical/other credits existing',Skilled
51,male,own,3342,radio/TV,good,'Critical/other credits existing',Skilled
25,male,own,866,radio/TV,good,'Existing paid','Unskilled- Resident'
36,male,free,12169,car,good,'All paid',Self-employed
27,male,own,2708,furniture/equipment,good,'Existing paid','Unskilled- Resident'
27,female,own,3643,furniture/equipment,good,'Delayed previously','Unskilled- Resident'
29,male,rent,7166,radio/TV,good,'Existing paid',Skilled
28,male,free,3343,furniture/equipment,good,'Critical/other credits existing',Skilled
26,male,own,1424,'domestic appliances',good,'Critical/other credits existing',Skilled
63,male,own,1520,furniture/equipment,good,'Critical/other credits existing',Skilled
36,male,own,909,car,good,'Existing paid',Skilled
56,male,free,4796,car,good,'Critical/other credits existing',Skilled
35,male,own,4380,car,good,'Existing paid','Unskilled- Resident'
34,male,own,2825,business,good,'Critical/other credits existing',Skilled
24,female,rent,4811,car,good,'Existing paid','Unskilled- Resident'
33,male,own,1474,car,good,'Existing paid',Skilled
20,female,own,1577,furniture/equipment,good,'Existing paid',Skilled
49,male,own,1038,car,good,'Critical/other credits existing',Skilled
30,male,rent,2063,radio/TV,good,'Existing paid',Self-employed
46,female,rent,1845,furniture/equipment,good,'Existing paid',Skilled
48,female,rent,1795,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
61,male,own,3059,radio/TV,good,'Existing paid','Unskilled- Resident'
37,male,own,2118,radio/TV,good,'Existing paid','Unskilled- Resident'
27,female,own,2930,radio/TV,good,'Existing paid',Skilled
33,male,own,2058,repairs,good,'Critical/other credits existing',Skilled
35,male,own,1680,radio/TV,good,'Existing paid',Skilled
21,male,rent,1766,furniture/equipment,good,'Existing paid',Skilled
25,female,rent,3972,furniture/equipment,good,'Existing paid',Skilled
28,male,own,2993,car,good,'Delayed previously','Unskilled- Resident'
32,male,rent,11760,education,good,'Delayed previously',Skilled
33,male,own,6403,radio/TV,good,'Delayed previously',Skilled
64,male,own,3832,education,good,'Existing paid','Unskilled- Resident'
46,male,own,2476,car,good,'Existing paid',Self-employed
22,male,free,3973,car,good,'Existing paid',Skilled
40,male,rent,7824,car,good,'All paid',Skilled
25,male,rent,3213,radio/TV,good,'Existing paid',Skilled
55,female,own,1603,radio/TV,good,'Existing paid',Skilled
40,male,own,3939,car,good,'Critical/other credits existing','Unskilled- Resident'
38,male,own,3229,car,good,'Critical/other credits existing',Self-employed
48,male,free,9277,car,good,'Existing paid',Skilled
40,male,own,3939,car,good,'Critical/other credits existing','Unskilled- Resident'
32,male,own,1880,radio/TV,good,'Critical/other credits existing',Self-employed
24,male,own,458,radio/TV,good,'Existing paid',Skilled
24,male,own,2080,car,good,'Critical/other credits existing',Skilled
26,male,rent,3577,car,good,'Existing paid',Skilled
67,female,own,1199,education,good,'Existing paid',Self-employed
32,male,own,7238,radio/TV,good,'Delayed previously',Skilled
29,male,own,2629,vacation/others,good,'Delayed previously',Skilled
61,female,own,2012,education,good,'Critical/other credits existing',Skilled
47,male,own,731,car,good,'Critical/other credits existing','Unskilled- Resident'
54,male,free,1597,education,good,'Critical/other credits existing',Skilled
55,male,own,1413,car,good,'Existing paid',Skilled
31,male,own,1393,car,good,'Existing paid',Skilled
32,male,own,4526,furniture/equipment,good,'Critical/other credits existing','Unskilled- Resident'
21,female,own,886,radio/TV,good,'Existing paid',Skilled
27,male,own,6314,vacation/others,good,'Critical/other credits existing',Self-employed
26,male,own,4272,business,good,'Delayed previously','Unskilled- Resident'
32,male,free,3863,business,good,'Delayed previously',Skilled
34,female,own,4454,radio/TV,good,'Delayed previously',Skilled
27,male,own,709,car,good,'Existing paid','Unskilled- Non resident'
31,male,own,1546,car,good,'Existing paid','Unskilled- Resident'
52,male,own,3077,radio/TV,good,'Existing paid',Skilled
29,male,own,1103,radio/TV,good,'Existing paid',Skilled
35,male,rent,1919,furniture/equipment,good,'Critical/other credits existing',Skilled
32,male,rent,3062,furniture/equipment,good,'Existing paid',Skilled
66,female,own,790,radio/TV,good,'Existing paid','Unskilled- Resident'
